Time,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Max,Min,Avg
4.1,0.284594872,0.521984759,0.310773033,0.834464064,0.375202138,0.364874534,0.080904552,0.519960344,0.149838746,0.741283366,0.610288975,0.315566601,0.834464064,0.080904552,0.425811332
4.2,0.224730955,0.203316686,0.028841811,0.944025065,0.549170907,0.98974649,0.449554265,0.832482902,0.922846105,0.274097097,0.828185995,0.772682554,0.98974649,0.028841811,0.584973403
4.3,0.407426572,0.300799456,0.801760814,0.920583346,0.750712845,0.816908187,0.054924049,0.143649173,0.490732072,0.493900674,0.233904808,0.668005238,0.920583346,0.054924049,0.50694227
4.4,0.126405866,0.984434034,0.568486732,0.583653783,0.635706991,0.109968174,0.243684062,0.443087168,0.367092067,0.559309202,0.118582584,0.501891576,0.984434034,0.109968174,0.43685852
4.5,0.495686881,0.388491941,0.46458725,0.984950861,0.305139043,0.595370447,0.603050442,0.240676364,0.440330232,0.343939162,0.200922244,0.840915907,0.984950861,0.200922244,0.492005064
4.6,0.200961312,0.238550718,0.887702349,0.419573052,0.365474978,0.653806231,0.038493376,0.437793848,0.96633883,0.457290426,0.026227231,0.981167321,0.981167321,0.026227231,0.472781639
4.7,0.984238186,0.361644109,0.706972612,0.033431985,0.965543657,0.701303037,0.244968296,0.130731283,0.378129233,0.029125024,0.02050747,0.080051838,0.984238186,0.02050747,0.386387227
4.8,0.851955365,0.390197901,0.016224791,0.358202602,0.085727296,0.583754574,0.863832315,0.189065673,0.861276034,0.158383243,0.838902882,0.057390518,0.863832315,0.016224791,0.437909433
4.9,0.240047786,0.414958755,0.229100277,0.387313307,0.351292138,0.652991253,0.106070072,0.308225126,0.464983337,0.887858182,0.954192132,0.899279182,0.954192132,0.106070072,0.491359296
5,0.7050525,0.460896687,0.150723355,0.755109169,0.618618805,0.674594517,0.0146714,0.800032305,0.735676977,0.394866228,0.049311621,0.136311615,0.800032305,0.0146714,0.457988765
5.1,0.481585369,0.984469789,0.308082018,0.568490667,0.761756831,0.664775199,0.577850667,0.527240265,0.16576819,0.604821391,0.427530416,0.636338571,0.984469789,0.16576819,0.559059115
5.2,0.121812148,0.299918827,0.761141729,0.076510292,0.018468394,0.614198751,0.77955958,0.442584262,0.318001057,0.524154515,0.044457626,0.083762218,0.77955958,0.018468394,0.340380783
5.3,0.271299341,0.279862392,0.532962102,0.030334848,0.826267305,0.619898665,0.824564873,0.433213955,0.693294492,0.299743185,0.596398254,0.398894388,0.826267305,0.030334848,0.483894483
5.4,0.435016435,0.80086805,0.673631859,0.528433947,0.403850149,0.28114502,0.179360282,0.458757989,0.352040332,0.623678853,0.049284749,0.224308968,0.80086805,0.049284749,0.417531386
5.5,0.225296718,0.510119082,0.486849544,0.789408621,0.055700161,0.311046152,0.172821879,0.522370338,0.48607378,0.764396185,0.851215332,0.167547359,0.851215332,0.055700161,0.445237096
5.6,0.994568116,0.137275279,0.436361274,0.434825142,0.605109747,0.708466526,0.926069717,0.312185839,0.98730558,0.521349072,0.340381387,0.108067413,0.994568116,0.108067413,0.542663758
5.7,0.448329762,0.666248875,0.802268501,0.493697225,0.287366284,0.886113745,0.975274639,0.696756372,0.492427878,0.761704937,0.719215348,0.580070308,0.975274639,0.287366284,0.650789489
5.8,0.278917407,0.422795268,0.42290036,0.963892473,0.555129207,0.512822838,0.931258728,0.974668512,0.961182996,0.723579745,0.457497826,0.622339417,0.974668512,0.278917407,0.652248732
5.9,0.433959015,0.166701239,0.736336062,0.443325519,0.648822937,0.74280242,0.328871652,0.751080616,0.075854712,0.92039742,0.548879365,0.213669295,0.92039742,0.075854712,0.500891688
6,0.769542367,0.885763,0.842118437,0.621087351,0.250950257,0.464104246,0.915302515,0.226585721,0.617840051,0.543003427,0.459175675,0.276469071,0.915302515,0.226585721,0.572661843
6.1,0.145431153,0.960279994,0.155046277,0.753238897,0.090626271,0.339801049,0.968192972,0.471046424,0.739254158,0.373097623,0.340562813,0.95778077,0.968192972,0.090626271,0.524529867
6.2,0.579138571,0.52750519,0.798645302,0.226893159,0.967529902,0.565613191,0.603008566,0.869088234,0.522183986,0.080129072,0.702943817,0.001909731,0.967529902,0.001909731,0.53704906
6.3,0.236047992,0.063526663,0.542815547,0.773745132,0.847989558,0.619012789,0.212736014,0.32890464,0.046101684,0.485922155,0.307968332,0.286717288,0.847989558,0.046101684,0.395957316
6.4,0.961671693,0.955517164,0.923180953,0.836955452,0.806561244,0.045670654,0.09937941,0.720395347,0.70093382,0.128887314,0.545083712,0.602868775,0.961671693,0.045670654,0.610592128
6.5,0.206261675,0.072420496,0.080688707,0.177696171,0.201278926,0.856648801,0.682186659,0.438021771,0.094776249,0.77834866,0.209448022,0.752155981,0.856648801,0.072420496,0.37916101
6.6,0.825887452,0.53495712,0.307067586,0.315132465,0.278000152,0.515545243,0.461094885,0.614508493,0.738817119,0.403267925,0.486455304,0.12809431,0.825887452,0.12809431,0.467402338
6.7,0.625709295,0.896690455,0.243144549,0.310004258,0.781961211,0.431367266,0.936446246,0.238756774,0.681598525,0.285126267,0.686423689,0.813083645,0.936446246,0.238756774,0.577526015
6.8,0.200283356,0.812819112,0.313313215,0.584866409,0.176008607,0.542345081,0.429248829,0.444063554,0.198910342,0.211337012,0.100279004,0.038453933,0.812819112,0.038453933,0.337660705
6.9,0.093087529,0.809401232,0.974933655,0.574038218,0.902309242,0.95796555,0.290853047,0.620221249,0.381006922,0.006289609,0.855069414,0.042539531,0.974933655,0.006289609,0.5423096
7,0.672622065,0.653776819,0.667274889,0.114880087,0.336972319,0.886241293,0.863865737,0.651987408,0.397312382,0.690156762,0.690912438,0.858833782,0.886241293,0.114880087,0.623736332
7.1,0.177704046,0.93229075,0.769629702,0.21022303,0.870437023,0.363065272,0.769592554,0.663987274,0.353161905,0.658146112,0.748532009,0.202668246,0.93229075,0.177704046,0.55995316
7.2,0.434748945,0.827886008,0.706921697,0.328421575,0.372943861,0.081263591,0.977034843,0.699645592,0.39510281,0.916797214,0.624909071,0.906650061,0.977034843,0.081263591,0.606027106
7.3,0.485015235,0.539799332,0.767608001,0.331470049,0.732301089,0.20082771,0.117062265,0.743680319,0.674198876,0.383367954,0.344470852,0.362111995,0.767608001,0.117062265,0.473492806
7.4,0.096525273,0.306039781,0.243171534,0.685561269,0.459133972,0.684311952,0.696726975,0.108748557,0.347809207,0.732091261,0.078251541,0.711624873,0.732091261,0.078251541,0.42916635
7.5,0.237546501,0.519234174,0.2185384,0.10904036,0.520227285,0.56379487,0.915165082,0.321723977,0.807764932,0.388588027,0.232275879,0.196945424,0.915165082,0.10904036,0.419237076
7.6,0.876007323,0.264090641,0.521441517,0.062038841,0.914206081,0.323192417,0.353514135,0.738390961,0.82416776,0.9389204,0.36391012,0.154160865,0.9389204,0.062038841,0.527836755
7.7,0.569068684,0.280744976,0.975572823,0.434775673,0.218145023,0.888986385,0.173883191,0.455502621,0.299642026,0.405887062,0.371863199,0.975095636,0.975572823,0.173883191,0.504097275
7.8,0.122742612,0.413261306,0.479947292,0.628219548,0.349103357,0.204751305,0.40390222,0.584082309,0.714087098,0.447292441,0.026857921,0.834618337,0.834618337,0.026857921,0.434072145
7.9,0.163502241,0.82504272,0.084386868,0.234056679,0.295933988,0.463588657,0.816694058,0.292984609,0.040055456,0.014428422,0.332691665,0.370919396,0.82504272,0.014428422,0.327857063
8,0.341870059,0.520510456,0.197949781,0.910936296,0.390201125,0.449679785,0.576785098,0.373998314,0.545644902,0.441937823,0.98184524,0.476780211,0.98184524,0.197949781,0.517344924
8.1,0.776432239,0.283396362,0.568364648,0.166514294,0.942416825,0.442713927,0.598053917,0.474780825,0.608755838,0.269492296,0.036718686,0.501152627,0.942416825,0.036718686,0.472399374
8.2,0.015743406,0.697545267,0.716958299,0.560601961,0.664680606,0.302266679,0.848272798,0.521686258,0.667669842,0.413699711,0.879616678,0.181833797,0.879616678,0.015743406,0.539214608
8.3,0.528729625,0.128881938,0.776277103,0.491945263,0.803548382,0.07780903,0.890983337,0.804997413,0.325696761,0.445283386,0.71488156,0.182421918,0.890983337,0.07780903,0.514287976
8.4,0.335917826,0.278813741,0.742469296,0.48953165,0.621600232,0.946834665,0.562779121,0.736327843,0.755731081,0.714760498,0.685861389,0.43059132,0.946834665,0.278813741,0.608434889
8.5,0.518026086,0.574773872,0.240744902,0.3889361,0.485579292,0.606548418,0.198766458,0.705331233,0.761294561,0.46864213,0.709226002,0.359978719,0.761294561,0.198766458,0.501487314
8.6,0.35511728,0.489459517,0.463284835,0.911787304,0.766205566,0.324506268,0.259272609,0.391458013,0.126028612,0.721742069,0.124578925,0.895043467,0.911787304,0.124578925,0.485707039
8.7,0.084845649,0.368497089,0.153032699,0.160986222,0.256280023,0.719062748,0.912126674,0.506777129,0.090385813,0.22068534,0.28158641,0.458263703,0.912126674,0.084845649,0.351044125
8.8,0.407487169,0.670115218,0.641946272,0.186429977,0.756595276,0.132342241,0.454420481,0.213671898,0.504579671,0.639743494,0.333378231,0.689108886,0.756595276,0.132342241,0.469151568
8.9,0.513586946,0.037395714,0.690970655,0.232871233,0.936958485,0.243987466,0.600046929,0.825303601,0.169062182,0.369503698,0.711168663,0.07437876,0.936958485,0.037395714,0.450436194
9,0.635910509,0.089519317,0.587278082,0.96345303,0.616594272,0.988979066,0.193417264,0.554326769,0.749114119,0.747687243,0.031249755,0.694591189,0.988979066,0.031249755,0.571010051
9.1,0.546477356,0.485337189,0.62670553,0.305916678,0.168268796,0.552004112,0.804302892,0.552233764,0.231775218,0.785402185,0.564657804,0.473486157,0.804302892,0.168268796,0.508047307
9.2,0.170729568,0.771292849,0.145539818,0.438097543,0.847651541,0.165531873,0.775997109,0.601814067,0.523618142,0.287081184,0.047163537,0.439581186,0.847651541,0.047163537,0.434508201
9.3,0.434646509,0.542890782,0.827949361,0.01935053,0.160823835,0.638034287,0.926667448,0.092417231,0.029822466,0.322568846,0.001436907,0.160495926,0.926667448,0.001436907,0.346425344
9.4,0.33098806,0.416957762,0.094127548,0.460787619,0.783401673,0.911062099,0.834332848,0.250937543,0.042552956,0.494679186,0.155899882,0.301573114,0.911062099,0.042552956,0.423108358
9.5,0.828618821,0.340175955,0.883663986,0.441952699,0.190517314,0.56495472,0.53386469,0.420022085,0.540157305,0.814271679,0.4201205,0.099295888,0.883663986,0.099295888,0.50646797
9.6,0.226772958,0.015337817,0.722298566,0.148998745,0.143714489,0.513158341,0.311576576,0.88462762,0.600220751,0.681064826,0.105094271,0.019082645,0.88462762,0.015337817,0.364328967
9.7,0.527280071,0.266028169,0.824900412,0.607942686,0.229253305,0.402984038,0.435702905,0.377443181,0.326671822,0.29311987,0.142866023,0.843929271,0.843929271,0.142866023,0.439843479
9.8,0.604053353,0.04947663,0.335225149,0.48760446,0.952690717,0.000121031,0.598944141,0.070325642,0.95376172,0.797807523,0.477103992,0.110235395,0.95376172,0.000121031,0.453112479
9.9,0.446996887,0.696081869,0.830204579,0.542604864,0.394173616,0.156192236,0.46916876,0.525828325,0.589528103,0.789572177,0.352964187,0.056401712,0.830204579,0.056401712,0.487476443
10,0.97749748,0.509699333,0.913071077,0.465459945,0.267835827,0.070171511,0.331773611,0.945297461,0.518018906,0.133805684,0.429737574,0.405501575,0.97749748,0.070171511,0.497322499
10.1,0.098615723,0.44485618,0.436031287,0.680043645,0.722463983,0.361140359,0.329678251,0.352316942,0.031722991,0.545228468,0.347482441,0.144420733,0.722463983,0.031722991,0.374500084
10.2,0.832272311,0.357645794,0.806982284,0.460499885,0.475972748,0.920727162,0.116213178,0.5742225,0.073683333,0.445129951,0.234210908,0.694122432,0.920727162,0.073683333,0.499306874
10.3,0.886300525,0.029519058,0.522279414,0.407487231,0.670934769,0.710602358,0.382009454,0.702977123,0.562174351,0.144081682,0.494293714,0.517381147,0.886300525,0.029519058,0.502503402
10.4,0.76087901,0.50319944,0.709825542,0.144479955,0.773751075,0.051564276,0.206933882,0.52425085,0.536337903,0.99702799,0.705756685,0.304223455,0.99702799,0.051564276,0.518185838
10.5,0.553869573,0.461261724,0.731927071,0.593360365,0.721412359,0.718325609,0.802404033,0.541620993,0.247580859,0.838390008,0.934914642,0.294804669,0.934914642,0.247580859,0.619989325
10.6,0.449892335,0.89252671,0.85551358,0.384907083,0.8062442,0.88138815,0.328245153,0.975754374,0.223554898,0.418620188,0.968673387,0.912803617,0.975754374,0.223554898,0.67484364
10.7,0.327132637,0.650944331,0.855810959,0.065434772,0.365381473,0.905399013,0.363439512,0.7823229,0.085763252,0.879470468,0.361629651,0.564167664,0.905399013,0.065434772,0.517241386
10.8,0.916595498,0.404451646,0.658126358,0.93045712,0.567991253,0.497756684,0.787825575,0.532131559,0.345459845,0.826424028,0.823517205,0.06030642,0.93045712,0.06030642,0.612586933
10.9,0.6702708,0.163326711,0.030713167,0.339238329,0.563120987,0.042215187,0.664124199,0.961641891,0.664471015,0.177557332,0.635642301,0.459332023,0.961641891,0.030713167,0.447637829
11,0.073520688,0.106784181,0.274643788,0.364834618,0.324617435,0.184542292,0.959040291,0.364187967,0.625326716,0.735460494,0.309053035,0.182787399,0.959040291,0.073520688,0.375399909
11.1,0.607388216,0.1466476,0.539398776,0.564270053,0.48068507,0.957534284,0.208019967,0.457866058,0.879891874,0.530761807,0.337068616,0.204405505,0.957534284,0.1466476,0.492828152
11.2,0.398538594,0.870858877,0.793889875,0.514222734,0.943395011,0.14422591,0.172410336,0.456681442,0.301950775,0.834519406,0.2749913,0.539093969,0.943395011,0.14422591,0.520398186
11.3,0.311696756,0.283447114,0.290721479,0.729531833,0.069831727,0.397967065,0.601579212,0.104945119,0.906541915,0.76598212,0.518276792,0.485159457,0.906541915,0.069831727,0.455473383
11.4,0.84781895,0.274796795,0.917547846,0.340191713,0.087328234,0.086074025,0.543684578,0.884167146,0.655674201,0.895373011,0.389950625,0.568865137,0.917547846,0.086074025,0.540956022
11.5,0.162582113,0.746572776,0.227587404,0.579361637,0.341376408,0.886289051,0.705985132,0.507206291,0.302780862,0.160032841,0.380443129,0.082471413,0.886289051,0.082471413,0.423557421
11.6,0.053148962,0.431474208,0.668029686,0.734018259,0.388235136,0.708384289,0.844070357,0.674984339,0.591498759,0.168977782,0.363187948,0.293226905,0.844070357,0.053148962,0.493269719
11.7,0.303609898,0.108115348,0.732130955,0.407866552,0.513709956,0.117104209,0.241407966,0.749502015,0.252898716,0.425693428,0.876554394,0.818977245,0.876554394,0.108115348,0.462297557
11.8,0.241790785,0.059546456,0.745462655,0.953987976,0.602639618,0.881245532,0.020196995,0.487838193,0.031753418,0.64036177,0.802477796,0.197547268,0.953987976,0.020196995,0.472070705
11.9,0.441820232,0.166519155,0.907779545,0.610227748,0.10451578,0.233878735,0.650760723,0.750753581,0.928462405,0.106805097,0.406983621,0.891869699,0.928462405,0.10451578,0.516698027
12,0.293328099,0.570442727,0.287019636,0.873080761,0.082231679,0.501051048,0.383899102,0.241881022,0.415234935,0.265867206,0.617716921,0.519503444,0.873080761,0.082231679,0.420938048
12.1,0.015732716,0.436989393,0.934350238,0.087751345,0.42631238,0.727975216,0.959290585,0.645536515,0.675833222,0.279106706,0.859025012,0.202054084,0.959290585,0.015732716,0.520829784
12.2,0.744680039,0.628850092,0.677303433,0.446190727,0.560415491,0.871233841,0.574840463,0.500907861,0.884752328,0.559148829,0.062118816,0.54813286,0.884752328,0.062118816,0.588214565
12.3,0.155138521,0.023014472,0.951711597,0.858885738,0.392373708,0.045609392,0.449850012,0.225572525,0.177148524,0.437864914,0.812761333,0.000492106,0.951711597,0.000492106,0.377535237
12.4,0.732077782,0.061954843,0.735110061,0.260303926,0.087095916,0.189103504,0.139021759,0.41167006,0.006936842,0.486160699,0.122776468,0.165096499,0.735110061,0.006936842,0.28310903
12.5,0.637977582,0.78664561,0.625825182,0.300632016,0.320374026,0.818956119,0.920235585,0.925480847,0.513486766,0.401269215,0.013058665,0.722415977,0.925480847,0.013058665,0.582196466
12.6,0.991150885,0.30380166,0.637019929,0.643610102,0.189153423,0.329532519,0.576138992,0.981723126,0.426957283,0.611007763,0.715574558,0.275795486,0.991150885,0.189153423,0.556788811
12.7,0.65216783,0.219488932,0.792627655,0.073511985,0.331876356,0.414256195,0.27478163,0.678619044,0.685428651,0.081748994,0.462703288,0.039657665,0.792627655,0.039657665,0.392239019
12.8,0.529097236,0.604424337,0.802610264,0.452296453,0.838495011,0.514726593,0.322209407,0.062856091,0.38040653,0.33120877,0.321708671,0.997441042,0.997441042,0.062856091,0.513123367
12.9,0.553881201,0.137082943,0.547394224,0.65444581,0.726857382,0.153231235,0.207918581,0.909793974,0.671083887,0.606236075,0.353042795,0.622260215,0.909793974,0.137082943,0.511935693
13,0.556823876,0.727279134,0.048688287,0.73539106,0.599643913,0.826634571,0.292013408,0.043726768,0.759634778,0.22859373,0.881008603,0.251876668,0.881008603,0.043726768,0.4959429
13.1,0.625158615,0.978855139,0.318969512,0.387485937,0.871451762,0.634455511,0.022937868,0.971872146,0.011380226,0.328148439,0.493809189,0.064799242,0.978855139,0.011380226,0.475776966
13.2,0.614257858,0.670136845,0.79518766,0.402335555,0.768542213,0.621302517,0.537163491,0.585882881,0.546604342,0.920518724,0.255816602,0.813760081,0.920518724,0.255816602,0.627625731
13.3,0.08232336,0.896022749,0.875569151,0.591717122,0.111442102,0.601022152,0.40176979,0.953602586,0.765411722,0.479541786,0.414324937,0.691511827,0.953602586,0.08232336,0.572021607
13.4,0.275694167,0.348594831,0.890296672,0.453966212,0.533266725,0.401063194,0.035330797,0.727611664,0.801171451,0.731858671,0.554665622,0.043544787,0.890296672,0.035330797,0.483088733
13.5,0.884517262,0.114602599,0.755412419,0.079679351,0.092452648,0.333044894,0.786201277,0.352028522,0.205612588,0.971400922,0.281089675,0.884929444,0.971400922,0.079679351,0.4784143
13.6,0.089066301,0.005897223,0.874821292,0.895293899,0.152337703,0.724200852,0.208467222,0.611525319,0.96698222,0.463761577,0.52858295,0.87579929,0.96698222,0.005897223,0.533061321
13.7,0.485683323,0.280414588,0.852489679,0.927293161,0.738591968,0.624329628,0.795755495,0.610349927,0.859322499,0.562783096,0.959098037,0.023762722,0.959098037,0.023762722,0.643322843
13.8,0.938656702,0.88360493,0.035383074,0.476517339,0.312508277,0.283822153,0.127615123,0.036526169,0.650038709,0.449570225,0.359430483,0.814572781,0.938656702,0.035383074,0.447353831
13.9,0.671456253,0.890351002,0.841476444,0.499605583,0.387817594,0.380363359,0.249484464,0.110615906,0.507671328,0.437142453,0.81978821,0.392681282,0.890351002,0.110615906,0.51570449
14,0.729146086,0.864497239,0.434557738,0.347699467,0.306130438,0.221160983,0.055461647,0.153010567,0.62057771,0.856229911,0.705148289,0.482645933,0.864497239,0.055461647,0.481355501
14.1,0.365874543,0.033768843,0.98009524,0.600778276,0.399448809,0.39668684,0.280790733,0.500166935,0.341882682,0.714688131,0.976417555,0.253362416,0.98009524,0.033768843,0.48699675
14.2,0.509063784,0.165967187,0.328321747,0.772494462,0.609021163,0.614347841,0.343739694,0.974263796,0.40765655,0.828621141,0.885168172,0.86206874,0.974263796,0.165967187,0.608394523
14.3,0.202855005,0.05289203,0.245624539,0.390230895,0.647152759,0.202115344,0.022987881,0.635926804,0.363456339,0.253051169,0.742758735,0.702686535,0.742758735,0.022987881,0.371811503
14.4,0.456754903,0.237495815,0.432694143,0.895924526,0.97671537,0.34443147,0.857166431,0.513023669,0.600642238,0.87304497,0.474981318,0.147456298,0.97671537,0.147456298,0.567527596
14.5,0.993473454,0.189136113,0.151033827,0.65237827,0.999133421,0.419210133,0.314679751,0.398103142,0.486755976,0.556388505,0.786141389,0.701776717,0.999133421,0.151033827,0.554017558
14.6,0.125968384,0.733511892,0.475740141,0.775479752,0.34076697,0.628867153,0.312796426,0.135602867,0.119928537,0.804256279,0.775124044,0.139410178,0.804256279,0.119928537,0.447287719
